MovielID,Name,Gnere,Introduction,Director,Writers,Stars
1996,Poltergeist III (1988) ,Horror|Thriller,"Carol Anne is staying with her aunt in a high-rise building, where the supernatural forces haunting her make their return.",Gary Sherman,Gary Sherman|Brian Taggert,Heather O'Rourke|Tom Skerritt|Nancy Allen
1997,The Exorcist (1973)             ,Comedy|Horror,"Today, Rob takes a look at the William Friedkin classic, starring Linda Blair, The Exorcist. Is it really the scariest movie ever made?",Rob Boor,Rob Boor,Rob Boor
1998,Exorcist II: The Heretic (1977) ,Horror,"A teenage girl once possessed by a demon finds that it still lurks within her. Meanwhile, a priest investigates the death of the girl's exorcist.",John Boorman|Rospo Pallenberg,William Goodhart,Richard Burton|Linda Blair|Louise Fletcher
1999,The Exorcist III (1990)             ,Comedy|Horror,Add a Plot »,Rob Boor,Rob Boor,Rob Boor|Ivan Knight
2000,Lethal Weapon (1987) ,Action|Crime|Thriller,Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.,Richard Donner,Shane Black,Mel Gibson|Danny Glover|Gary Busey
2001,Lethal Weapon 2 (1989) ,Action|Crime|Thriller,Riggs and Murtaugh are on the trail of South African diplomats who are using their immunity to engage in criminal activities.,Richard Donner,Jeffrey Boam|Shane Black,Mel Gibson|Danny Glover|Joe Pesci
2002,Lethal Weapon 3 (1992) ,Action|Crime|Thriller,Martin Riggs and Roger Murtaugh pursue a former LAPD officer who uses his knowledge of police procedure and policies to steal and sell confiscated guns and ammunition to local street gangs.,Richard Donner,Jeffrey Boam|Jeffrey Boam,Mel Gibson|Danny Glover|Joe Pesci
2003,Gremlins (1984) ,Comedy|Fantasy|Horror,A young man inadvertently breaks three important rules concerning his new pet and unleashes a horde of malevolently mischievous monsters on a small town.,Joe Dante,Chris Columbus,Zach Galligan|Phoebe Cates|Hoyt Axton
2004,Gremlins 2: The New Batch (1990) ,Comedy|Fantasy|Horror,"The Gremlins are back, and this time, they've taken control of a New York City media mogul's high-tech skyscraper.",Joe Dante|Chuck Jones,Chris Columbus|Charles S. Haas,Zach Galligan|Phoebe Cates|John Glover
2005,The Goonies (1985)             ,Talk-Show,Add a Plot »,,,
2006,The Mask of Zorro (1998) ,Action|Adventure|Comedy,"A young thief, seeking revenge for the death of his brother, is trained by the once great, but aged Zorro, who also pursues vengeance of his own.",Martin Campbell,Johnston McCulley|Ted Elliott,Antonio Banderas|Anthony Hopkins|Catherine Zeta-Jones
2007,Polish Wedding (1998) ,Comedy|Drama|Romance,"The film centers on a big Polish family. Jadzia is the mother and the ruler of the Pzoniak family (she has five children). Though she's happily married to Bolek, she is also having a 
                    ",Theresa Connelly,Theresa Connelly,Claire Danes|Gabriel Byrne|Lena Olin
2008,"This World, Then the Fireworks (1997) ",Crime|Drama,"In 1950s, two incestuous lovers, a depraved suave journalist and his equally depraved prostitute sister, plan to get rich through seduction and murder. Things complicate when their feeble-minded mother begins to suspect something.",Michael Oblowitz,Jim Thompson|Larry Gross,Philip Loch|Elis Imboden|Christian Durango
2009,Soylent Green (1973) ,Crime|Mystery|Sci-Fi,A nightmarish futuristic fantasy about the controlling power of big corporations and an innocent cop who stumbles on the truth.,Richard Fleischer,Stanley R. Greenberg|Harry Harrison,Charlton Heston|Edward G. Robinson|Leigh Taylor-Young
2010,Metropolis (1927) ,Drama|Sci-Fi,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.",Fritz Lang,Thea von Harbou|Thea von Harbou,Brigitte Helm|Alfred Abel|Gustav Fröhlich
2011,Back to the Future Part II (1989) ,Adventure|Comedy|Sci-Fi,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985without interfering with his first trip.",Robert Zemeckis,Robert Zemeckis|Bob Gale,Michael J. Fox|Christopher Lloyd|Lea Thompson
2012,Back to the Future Part III (1990) ,Adventure|Comedy|Sci-Fi,"Stranded in 1955, Marty McFly learns about the death of Doc Brown in 1885 and must travel back in time to save him. With no fuel readily available for the DeLorean, the two must figure how to escape the Old West before Emmett is murdered.",Robert Zemeckis,Robert Zemeckis|Bob Gale,Michael J. Fox|Christopher Lloyd|Mary Steenburgen
2013,The Poseidon Adventure (1972) ,Action|Adventure|Drama,Nine people explore a cruise ship at sea in a manner that turns their whole lives upside down.,Ronald Neame,Paul Gallico|Stirling Silliphant,Gene Hackman|Ernest Borgnine|Shelley Winters
2014,Freaky Friday (1977)             ,Documentary|Short,Add a Plot »,Doug Walker,Doug Walker|Doug Walker,Doug Walker
2015,The Absent Minded Professor (1961) ,Comedy|Family|Sci-Fi,A college professor invents an anti-gravity substance which a corrupt businessman wants for himself.,Robert Stevenson,Bill Walsh|Samuel W. Taylor,Fred MacMurray|Nancy Olson|Keenan Wynn
2016,The Apple Dumpling Gang Rides Again (1979) ,Comedy|Family|Western,"The adventures of two idiotic outlaw wannabees, Amos and Theodore.",Vincent McEveety,Don Tait,Tim Conway|Don Knotts|Tim Matheson
2017,Babes in Toyland (1961) ,Comedy|Family|Fantasy,"Tom the Piper's Son is about to marry Mary Quite Contrary. On the eve of their wedding, evil miser Barnaby hires two henchmen to drown Tom and steal Mary's sheep, cared for by Little Bo 
                    ",Jack Donohue,Victor Herbert|Glen MacDonough,Ray Bolger|Tommy Sands|Annette Funicello
2018,Bambi (1942) ,Animation|Drama|Family,The story of a young deer growing up in the forest.,James Algar|Samuel Armstrong,Felix Salten|Perce Pearce,Hardie Albright|Stan Alexander|Bobette Audrey
2019,Shichinin no samurai (1954) ,Action|Adventure|Drama,A poor village under attack by bandits recruits seven unemployed samurai to help them defend themselves.,Akira Kurosawa,Akira Kurosawa|Shinobu Hashimoto,Toshirô Mifune|Takashi Shimura|Keiko Tsushima
2020,Dangerous Liaisons (1988) ,Drama|Romance,A scheming widow and her manipulative ex-lover make a bet regarding the corruption of a recently married woman.,Stephen Frears,Christopher Hampton|Choderlos de Laclos,Glenn Close|John Malkovich|Michelle Pfeiffer
2021,Dune (1984) ,Action|Adventure|Sci-Fi,A Duke's son leads desert warriors against the galactic emperor and his father's evil nemesis when they assassinate his father and free their desert world from the emperor's rule.,David Lynch,Frank Herbert|David Lynch,Kyle MacLachlan|Virginia Madsen|Francesca Annis
2022,The Last Temptation of Christ (1988) ,Drama,"The life of Jesus Christ, his journey through life as he faces the struggles all humans do, and his final temptation on the cross.",Martin Scorsese,Nikos Kazantzakis|Paul Schrader,Willem Dafoe|Harvey Keitel|Barbara Hershey
2023,The Godfather: Part III (1990) ,Crime|Drama,"Follows Michael Corleone, now in his 60s, as he seeks to free his family from crime and find a suitable successor to his empire.",Francis Ford Coppola,Mario Puzo|Francis Ford Coppola,Al Pacino|Diane Keaton|Andy Garcia
2024,The Rapture (1991)             ,Talk-Show,Add a Plot »,,,Scott Chambers|Sol Harris|Allen Turing
2025,Lolita (1997) ,Drama|Romance,"An English professor falls for a minor , and has to face the consequences of his actions.",Adrian Lyne,Vladimir Nabokov|Stephen Schiff,Jeremy Irons|Dominique Swain|Melanie Griffith
2026,Disturbing Behavior (1998) ,Horror|Mystery|Sci-Fi,"The new kid in Cradle Bay, Washington stumbles across something sinister about the town's method of transforming its unruly teens into upstanding citizens.",David Nutter,Scott Rosenberg,James Marsden|Katie Holmes|Nick Stahl
2027,Jane Austen's Mafia! (1998) ,Comedy|Crime,Takeoff on the Godfather with the son of a mafia king taking over for his dying father,Jim Abrahams,Jim Abrahams|Greg Norberg,Jay Mohr|Christina Applegate|Lloyd Bridges
2028,Saving Private Ryan (1998) ,Drama|War,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",Steven Spielberg,Robert Rodat,Tom Hanks|Matt Damon|Tom Sizemore
2029,Billy's Hollywood Screen Kiss (1998) ,Comedy|Romance,Billy is a gay fine-arts photographer who falls in love with straight coffee-shop waiter Gabriel.,Tommy O'Haver,Tommy O'Haver,Sean Hayes|Brad Rowe|Armando Valdes-Kennedy
2030,Dong gong xi gong (1996) ,Drama,"In China, homosexuality isn't illegal, but homosexuals are routinely persecuted by police and arrested for ""hooliganism"". The film focuses on a young gay writer A-Lan who, being attracted 
                    ",Yuan Zhang,Xiaobo Wang|Yuan Zhang,Si Han|Jun Hu|Jing Ye
2031,The Million Dollar Duck (1971) ,Comedy|Family|Sci-Fi,"Professor Dooley takes home a duck from his research laboratory as a pet for his son, but soon finds out that it lays golden eggs.",Vincent McEveety,Ted Key|Roswell Rogers,Dean Jones|Sandy Duncan|Joe Flynn
2032,The Barefoot Executive (1971) ,Family|Comedy,A mailroom clerk and a chimp team up to pick hit TV shows.,Robert Butler,Joseph L. McEveety|Lila Garrett,Kurt Russell|Joe Flynn|Harry Morgan
2033,The Black Cauldron (1985) ,Animation|Action|Adventure,A young boy and a group of misfit friends embark on a quest to find a dark magic item of ultimate power before a diabolical tyrant can.,Ted Berman|Richard Rich,Lloyd Alexander|David Jonas,Grant Bardsley|Freddie Jones|Susan Sheridan
2034,The Black Hole (1979) ,Action|Sci-Fi,"A research vessel finds a missing ship, commanded by a mysterious scientist, on the edge of a black hole.",Gary Nelson,Jeb Rosebrook|Bob Barbash,Maximilian Schell|Anthony Perkins|Robert Forster
2035,Blackbeard's Ghost (1968) ,Comedy|Family|Fantasy,"On the Carolina coast, Godolphin College's new track coach lodges at Blackbeard's Inn, run by the Daughters of the Buccaneers, who claim to be descendants of the notorious pirate, and who risk losing their hotel to the local mobster.",Robert Stevenson,Bill Walsh|Don DaGradi,Peter Ustinov|Dean Jones|Suzanne Pleshette
2036,Blank Check (1994) ,Comedy|Crime|Family,"After a bike accident, a young boy inadvertently gains possession of a check for $1 million and proceeds to spend it, unaware that the gangsters to whom it belongs are in pursuit.",Rupert Wainwright,Blake Snyder|Colby Carr,Brian Bonsall|Karen Duffy|James Rebhorn
2037,Candleshoe (1977) ,Adventure|Comedy|Drama,"Welcome to Candleshoe, a stately English manor where a swashbuckling pirate hid a fortune in Spanish doubloons centuries ago. And that's what young orphan Casey and a sly con man are determined to find.",Norman Tokar,David Swift|Rosemary Anne Sisson,Jodie Foster|David Niven|Helen Hayes
2038,The Cat from Outer Space (1978) ,Comedy|Family|Sci-Fi,"Three scientists help an Alien feline, stranded on Earth, to repair its damaged spacecraft in order to return home but their efforts are hampered by inept army officials and foreign spies.",Norman Tokar,Ted Key,Ken Berry|Sandy Duncan|Harry Morgan
2039,Cheetah (1989) ,Adventure|Drama|Family,"Ted and Susan, an American boy and girl spending six months in Kenya with their scientist parents, adopt a cheetah, only to realize that they must set her loose so that she can learn to 
                    ",Jeff Blyth,Alan Caillou|John Cotter,Keith Coogan|Lucy Deakins|Colin Mothupi
2040,The Computer Wore Tennis Shoes (1969) ,Comedy|Family|Sci-Fi,"At Medfield College, an accident with a donated computer gives Dexter Riley the ability to remember any knowledge learned instantly and perfectly.",Robert Butler,Joseph L. McEveety,Kurt Russell|Cesar Romero|Joe Flynn
2041,Condorman (1981) ,Action|Adventure|Comedy,Cartoonist Woody becomes the superhero he draws. Using his gadgets he helps a Soviet spy defect to the West.,Charles Jarrott,Marc Stirdivant|Robert Sheckley,Michael Crawford|Oliver Reed|Barbara Carrera
2042,D2: The Mighty Ducks (1994) ,Comedy|Drama|Family,Can Gordon's team win the Junior Goodwill Games in California in spite of all the set-backs?,Sam Weisman,Steven Brill|Steven Brill,Emilio Estevez|Kathryn Erbe|Michael Tucker
2043,Darby O'Gill and the Little People (1959) ,Adventure|Family|Fantasy,A wily old codger matches wits with the King of the Leprechauns and helps play matchmaker for his daughter and the strapping lad who has replaced him as caretaker.,Robert Stevenson,Lawrence Edward Watkin|H.T. Kavanagh,Albert Sharpe|Janet Munro|Sean Connery
2044,"Melvin and Howard, Fort Apache: The Bronx, The Incredible Shrinking Woman, The Devil and Max Devlin, Hangar 18             ",Talk-Show,Add a Plot »,Dave Erdman,,Roger Ebert|Gene Siskel
2045,A Far Off Place (1993) ,Adventure|Drama|Family,"When a gang of African poachers raid her family's farm, young Nonni, visiting American teenager Harry Winslow and a local bushman guide must escape into the Kalahari desert and reach the nearest town.",Mikael Salomon,Laurens van der Post|Robert Caswell,Reese Witherspoon|Ethan Embry|Jack Thompson
2046,Flight of the Navigator (1986) ,Adventure|Comedy|Family,"In 1978, a boy travels 8 years into the future and has an adventure with an intelligent, wisecracking alien ship.",Randal Kleiser,Mark H. Baker|Michael Burton,Joey Cramer|Paul Reubens|Cliff De Young
2047,The Gnome-Mobile (1967) ,Adventure|Family|Fantasy,"In the Redwood Forests of California, a multi-millionaire lumberman and his two young grandchildren encounter two gnomes who are supposedly the last of their kind.",Robert Stevenson,Ellis Kadison|Upton Sinclair,Walter Brennan|Matthew Garber|Karen Dotrice
2048,The Great Mouse Detective (1986) ,Animation|Adventure|Family,"Basil, the rodent Sherlock Holmes, investigates the kidnapping of a toy maker and uncovers its link to his archenemy, Professor Ratigan.",Ron Clements|Burny Mattinson,Peter Young|Vance Gerry,Vincent Price|Barrie Ingham|Val Bettin
2049,The Happiest Millionaire (1967) ,Comedy|Family|Musical,"Clever yet hapless new butler John Lawless manages a Philadelphia household for quirky and joyful millionaire Anthony Drexel Biddle, his unflappable wife, Cordelia, and their spitfire daughter, Cordy.",Norman Tokar,Kyle Crichton|Cordelia Drexel Biddle,Fred MacMurray|Tommy Steele|Greer Garson
2050,Herbie Goes Bananas (1980) ,Adventure|Comedy|Family,The adorable little VW helps its owners break up a counterfeiting ring in Mexico.,Vincent McEveety,Don Tait|Gordon Buford,Charles Martin Smith|Stephen W. Burns|Cloris Leachman
2051,Herbie Goes to Monte Carlo (1977) ,Action|Adventure|Comedy,"Herbie, the Volkswagen Beetle with a mind of its own, is racing in the Monte Carlo Rally. Unbeknownst to Herbie's driver, thieves have hidden a cache of stolen diamonds in Herbie's gas tank, and are now trying to get them back.",Vincent McEveety,Arthur Alsberg|Don Nelson,Dean Jones|Don Knotts|Julie Sommars
2052,Hocus Pocus (1993) ,Comedy|Family|Fantasy,"A curious youngster moves to Salem, where he struggles to fit in before awakening a trio of diabolical witches that were executed in the 17th century.",Kenny Ortega,David Kirschner|Mick Garris,Bette Midler|Sarah Jessica Parker|Kathy Najimy
2053,"Honey, I Blew Up the Kid (1992) ",Adventure|Comedy|Family,"The Szalinski family is back, this time hilarious disaster strikes when an experiment causes their new toddler son to grow many stories tall.",Randal Kleiser,Stuart Gordon|Brian Yuzna,Rick Moranis|Marcia Strassman|Robert Oliveri
2054,"Honey, I Shrunk the Kids (1989) ",Adventure|Comedy|Family,The scientist father of a teenage girl and boy accidentally shrinks his and two other neighborhood teens to the size of insects. Now the teens must fight diminutive dangers as the father searches for them.,Joe Johnston,Stuart Gordon|Brian Yuzna,Rick Moranis|Matt Frewer|Marcia Strassman
2055,Hot Lead and Cold Feet (1978) ,Action|Comedy|Family,This saga of the old west involves twin brothers who compete for possession of a rickety cow town founded by their father while a crooked Mayor tries to put an end to the competitors so he can inherit the town himself.,Robert Butler,Joseph L. McEveety|Arthur Alsberg,Jim Dale|Darren McGavin|Karen Valentine
2056,In Search of the Castaways (1962) ,Adventure|Family|Fantasy,"In 19th century England, young Mary Grant and her brother, Robert, embark on a dangerous quest to find their missing father, a sea captain who vanished somewhere along the Chilean coast.",Robert Stevenson,Lowell S. Hawley,Hayley Mills|Maurice Chevalier|George Sanders
2057,The Incredible Journey (1963) ,Adventure|Drama|Family,"The story of three pets, a cat and two dogs, who lose their owners when they are all on vacation. Can they find their way home?",Fletcher Markle,James Algar|Sheila Burnford,Émile Genest|John Drainie|Tommy Tweed
2058,"Kôshônin: The movie - Taimu rimitto kôdo 10,000 m no zunôsen (2010) ",Action|Drama,Add a Plot »,Hidetomo Matsuda,Toshio Terada,Ryôko Yonekura|Takashi Sorimachi|Ren Osugi
2059,The Parent Trap (1998)             ,Comedy,Add a Plot »,Rob Boor,Rob Boor,Rob Boor|Jimmy Phillips
2060,BASEketball (1998) ,Comedy|Sport,"Two childhood friends are pro athletes of a national sport called BASEketball, a hybrid of baseball and basketball, and must deal with a greedy businessman scheming against their team.",David Zucker,David Zucker|Robert LoCash,Trey Parker|Matt Stone|Dian Bachar
2061,Full Tilt Boogie (1997) ,Documentary,A documentary about the production of From Dusk Till Dawn (1996) and the people who made it.,Sarah Kelly,,Rick Stribling|Ken Bondy|Amy Minda Cohen
2062,The Governess (1998) ,Drama|Romance,"In this sensuous romance, Minnie Driver stars as a governess who is hired into a remote Scottish household and strongly affects all those she comes into contact with.",Sandra Goldbacher,Sandra Goldbacher,Minnie Driver|Tom Wilkinson|Florence Hoath
2063,7th Heaven             ,Comedy|Drama|Family,"Eric Camden, a minister, and his wife Annie deal with the drama of having seven children, ranging from toddlers to adults with families of their own.",Brenda Hampton,,Stephen Collins|Catherine Hicks|Jessica Biel
2064,Roger & Me (1989) ,Documentary,"After General Motors closes its factory in Flint, Michigan, eliminating 35,000 jobs, filmmaker Michael Moore undertakes a quixotic quest to interview General Motors' chairman, Roger B. Smith.",Michael Moore,Michael Moore,Michael Moore|Roger B. Smith|Rhonda Britton
2065,The Purple Rose of Cairo (1985) ,Comedy|Fantasy|Romance,"In New Jersey in 1935, a movie character walks off the screen and into the real world.",Woody Allen,Woody Allen,Mia Farrow|Jeff Daniels|Danny Aiello
2066,Out of the Past (1947) ,Crime|Drama|Film-Noir,"A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses and duplicitous dames.",Jacques Tourneur,Daniel Mainwaring|Daniel Mainwaring,Robert Mitchum|Jane Greer|Kirk Douglas
2067,Doctor Zhivago (1965) ,Drama|Romance|War,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",David Lean,Boris Pasternak|Robert Bolt,Omar Sharif|Julie Christie|Geraldine Chaplin
2068,Fanny och Alexander (1982) ,Drama,"Two young Swedish children experience the many comedies and tragedies of their family, the Ekdahls.",Ingmar Bergman,Ingmar Bergman,Bertil Guve|Pernilla Allwin|Kristina Adolphson
2069,The Trip to Bountiful (1985) ,Drama,"In 1940s Texas, an elderly woman is determined to visit her childhood home for one last time.",Peter Masterson,Horton Foote|Horton Foote,Geraldine Page|John Heard|Carlin Glynn
2070,Tender Mercies (1983) ,Drama|Music,"A broken-down, middle-aged country singer gets a new wife, reaches out to his long-lost daughter, and tries to put his troubled life back together.",Bruce Beresford,Horton Foote,Robert Duvall|Tess Harper|Betty Buckley
2071,And the Band Played On (1993) ,Drama|History,"The story of the discovery of the AIDS epidemic, and the political infighting of the scientific community hampering the early fight with it.",Roger Spottiswoode,Randy Shilts|Arnold Schulman,Matthew Modine|Alan Alda|Patrick Bauchau
2072,The 'Burbs (1989) ,Comedy|Mystery|Thriller,An overstressed suburbanite and his neighbors are convinced that the new family on the block are part of a murderous Satanic cult.,Joe Dante,Dana Olsen,Tom Hanks|Bruce Dern|Carrie Fisher
2073,Fandango (1985) ,Comedy|Drama,"Five college buddies from the University of Texas circa 1971 embark on a final road trip odyssey across the Mexican border before facing up to uncertain futures, in Vietnam and otherwise.",Kevin Reynolds,Kevin Reynolds,Kevin Costner|Judd Nelson|Sam Robards
2074,Il portiere di notte (1974) ,Drama,"A concentration camp survivor rekindles her sadomasochistic relationship with her lover, a former SS officer - now working as a night porter at a Vienna hotel - but his former Nazi associates begin stalking them.",Liliana Cavani,Liliana Cavani|Italo Moscati,Dirk Bogarde|Charlotte Rampling|Philippe Leroy
2075,Mephisto (1981) ,Drama,"In early-1930s Germany, a passionate stage actor finds himself before a dilemma: renounce his apolitical stance and comply with the Reich's doctrine, or face oblivion. But, Faustian bargains never end well. What is the price of success?",István Szabó,Péter Dobai|István Szabó,Klaus Maria Brandauer|Krystyna Janda|Ildikó Bánsági
2076,Blue Velvet (1986) ,Drama|Mystery|Thriller,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",David Lynch,David Lynch,Isabella Rossellini|Kyle MacLachlan|Dennis Hopper
2077,The Journey of Natty Gann (1985) ,Adventure|Family,"In the 1930s, a tomboy runs away from her guardian to join her single father who is 2,000 miles away, where he has found work.",Jeremy Kagan,Jeanne Rosenberg,Meredith Salenger|John Cusack|Ray Wise
2078,The Jungle Book: The Movie (2012) ,Animation|Adventure|Family,"While Mowgli and Mani enjoy their time drumming away at logs in the jungle, Shere Khan plots to put an end to the noise. Will Mowgli escape the clutches of the evil Shere Khan, and still have time to join his friends in the jungle rhythm?",Tapaas Chakravarti,Jimmy Hibbert|David Fox,Emma Tate|Jimmy Hibbert|David Holt
2079,Kidnapped             ,Family|Fantasy|Western,Serious times for Four Feather Falls. Little Makooya is critically ill - and Pedro and Fernando take 'Doc' Haggerty as their hostage.,Gerry Anderson,Gerry Anderson|Barry Gray,Kenneth Connor|Nicholas Parsons|Denise Bryer
2080,Lady and the Tramp (1955) ,Animation|Adventure|Comedy,The romantic tale of a sheltered uptown Cocker Spaniel dog and a streetwise downtown Mutt.,Clyde Geronimi|Wilfred Jackson,Ward Greene|Erdman Penner,Barbara Luddy|Larry Roberts|Peggy Lee
2081,The Little Mermaid: Mermaid Tails             ,Family|Reality-TV,The Chaney family and Amber make custom mermaid tails inspired by Disney's "The Little Mermaid.",,,
2082,Mighty Ducks the Movie: The First Face-Off (1996) ,Animation|Action|Comedy,This movie is a compilation of the first three episodes of the television series.,Joe Barruso|Doug Murphy,Garfield Reeves-Stevens|Judith Reeves-Stevens,Jim Belushi|Jeff Bennett|Clancy Brown
2083,The Muppet Christmas Carol (1992) ,Comedy|Drama|Family,The Muppet characters tell their version of the classic tale of an old and bitter miser's redemption on Christmas Eve.,Brian Henson,Charles Dickens|Jerry Juhl,Michael Caine|Kermit the Frog|Dave Goelz
2084,Newsies (1992) ,Drama|Family|History,A musical based on the New York City newsboy strike of 1899. When young newspaper sellers are exploited beyond reason by their bosses they set out to enact change and are met by the ruthlessness of big business.,Kenny Ortega,Bob Tzudiker|Noni White,Christian Bale|Bill Pullman|Robert Duvall
2085,101 Dalmatians (1996) ,Adventure|Comedy|Crime,"An evil high-fashion designer plots to steal Dalmatian puppies in order to make an extravagant fur coat, but instead creates an extravagant mess.",Stephen Herek,Dodie Smith|John Hughes,Glenn Close|Jeff Daniels|Joely Richardson
2086,One Magic Christmas (1985) ,Family|Fantasy,"An angel must show a mother the true meaning of Christmas. It's not just presents and materialistic things, but the people she cares about.",Phillip Borsos,Thomas Meehan|Phillip Borsos,Mary Steenburgen|Gary Basaraba|Harry Dean Stanton
2087,Peter Pan (1953) ,Animation|Adventure|Family,"Wendy and her brothers are whisked away to the magical world of Neverland with the hero of their stories, Peter Pan.",Clyde Geronimi|Wilfred Jackson,J.M. Barrie|Ted Sears,Bobby Driscoll|Kathryn Beaumont|Hans Conried
2088,Popeye (1980) ,Adventure|Comedy|Family,The adventures of the famous sailor man and his friends in the seaside town of Sweethaven.,Robert Altman,Jules Feiffer|E.C. Segar,Robin Williams|Shelley Duvall|Ray Walston
2089,The Rescuers Down Under (1990) ,Animation|Adventure|Crime,"The R.A.S. agents, Miss Bianca and Bernard, race to Australia to save a little boy and a rare golden eagle from a murderous poacher.",Hendel Butoy|Mike Gabriel,Jim Cox|Karey Kirkpatrick,Bob Newhart|Eva Gabor|John Candy
2090,The Rescuers (1977) ,Animation|Adventure|Comedy,Two mice of the Rescue Aid Society search for a little girl kidnapped by unscrupulous treasure hunters.,John Lounsbery|Wolfgang Reitherman,Margery Sharp|Larry Clemmons,Bob Newhart|Eva Gabor|Geraldine Page
2091,Return from Witch Mountain (1978) ,Family|Adventure|Sci-Fi,"Tia and Tony visit Los Angeles, but he's quickly kidnapped by an evil scientist, leaving her to desperately search for him.",John Hough,Malcolm Marmorstein|Alexander Key,Bette Davis|Christopher Lee|Kim Richards
2092,The Return of Jafar (1994) ,Animation|Adventure|Comedy,"Jafar comes for revenge on Aladdin, using a foolish thief and Iago's treachery to find a way back into power.",Toby Shelton|Tad Stones,Duane Capizzi|Doug Langdale,Jonathan Freeman|Scott Weinger|Dan Castellaneta
2093,Return to Oz (1985) ,Adventure|Family|Fantasy,"Dorothy, saved from a psychiatric experiment by a mysterious girl, is somehow called back to Oz when a vain witch and the Nome King destroy everything that makes the magical land beautiful.",Walter Murch,Walter Murch|Gill Dennis,Fairuza Balk|Nicol Williamson|Jean Marsh
2094,The Rocketeer (1991): l'histoire d'un flop             ,History,Add a Plot »,Damien Duvot,Damien Duvot,Damien Duvot|Rick Baker|Billy Campbell
2095,The Shaggy D.A. (1976) ,Comedy|Family|Fantasy,A lawyer makes an interesting discovery that could affect his chances of getting elected to office.,Robert Stevenson,Don Tait|Felix Salten,Dean Jones|Suzanne Pleshette|Tim Conway
2096,Sleeping Beauty (1959) ,Animation|Family|Fantasy,"After being snubbed by the royal family, a malevolent fairy places a curse on a princess which only a prince can break, along with the help of three good fairies.",Clyde Geronimi|Les Clark,Erdman Penner|Charles Perrault,Mary Costa|Bill Shirley|Eleanor Audley
2097,Something Wicked This Way Comes (1983) ,Fantasy|Mystery|Thriller,"In a small American town, a diabolical circus and its demonic proprietor prey on the townsfolk.",Jack Clayton,Ray Bradbury|Ray Bradbury,Jason Robards|Jonathan Pryce|Diane Ladd
2098,Son of Flubber (1963) ,Comedy|Sci-Fi|Family,"When Professor Brainard experiments further on Flubber derivatives, he gets in trouble and only his students can help.",Robert Stevenson,Bill Walsh|Don DaGradi,Fred MacMurray|Nancy Olson|Keenan Wynn
2099,Song of the South (1946) ,Animation|Comedy|Family,"The kindly story-teller Uncle Remus tells a young boy stories about trickster Br'er Rabbit, who outwits Br'er Fox and slow-witted Br'er Bear.",Harve Foster|Wilfred Jackson,Dalton S. Reymond|Morton Grant,Ruth Warrick|Bobby Driscoll|James Baskett
2100,Splash (1984) ,Comedy|Fantasy|Romance,"A young man is reunited with a mermaid who saved him from drowning as a boy. He falls in love with her, not knowing who or what she is.",Ron Howard,Brian Grazer|Bruce Jay Friedman,Tom Hanks|Daryl Hannah|Eugene Levy
2101,Squanto: A Warrior's Tale (1994) ,Adventure|Biography|Drama,Fictional chronicle of Squanto's life prior to and including the arrival of the "Mayflower" in 1620.,Xavier Koller,Darlene Craviotto,Adam Beach|Mandy Patinkin|Sheldon Peters Wolfchild
2102,Steamboat Willie (1928) ,Animation|Short|Comedy,Mickey Mouse is a mischievous deckhand on a riverboat that is under the command of the tyrannical Captain Pete.,Ub Iwerks|Walt Disney,,Walt Disney
2103,And Also the Trees: Hamburg Markthalle 1994 (1994) ,Music,Add a Plot »,Rainer Bunnefeld,,And Also The Trees|Emer Brizzolara|Steven Burrows
2104,Tex (1982) ,Drama,"After their mother dies and their father leaves them, teenage brothers Tex and Mason McCormick struggle to make it on their own.",Tim Hunter,S.E. Hinton|Charles S. Haas,Matt Dillon|Jim Metzler|Meg Tilly
2105,TRON (1982) ,Action|Adventure|Sci-Fi,A computer hacker is abducted into the digital world and forced to participate in gladiatorial games where his only chance of escape is with the help of a heroic security program.,Steven Lisberger,Steven Lisberger|Steven Lisberger,Jeff Bridges|Bruce Boxleitner|David Warner
2106,Swing Kids (1993) ,Drama|Music,A group of teens adores forbidden music in Nazi Germany just before the outbreak of World War II.,Thomas Carter,Jonathan Marc Feldman,Robert Sean Leonard|Christian Bale|Frank Whaley
2107,Halloween H20 (1998)             ,Comedy|Horror,The kills in the movie Halloween H2O (1998) are broken down and analyzed.,James A. Janisse,James A. Janisse,James A. Janisse
2108,L.A. Story (1991) ,Comedy|Drama|Fantasy,"With the help of a talking freeway billboard, a wacky weatherman tries to win the heart of an English newspaper reporter, who is struggling to make sense of the strange world of early 1990s Los Angeles.",Mick Jackson,Steve Martin,Steve Martin|Victoria Tennant|Richard E. Grant
