MovielID,Name,Gnere,Introduction,Director,Writers,Stars
768,Casper (1995) ,Comedy|Family|Fantasy,An afterlife therapist and his daughter meet a friendly young ghost when they move into a crumbling mansion in order to rid the premises of wicked spirits.,Brad Silberling,Joseph Oriolo|Sherri Stoner,Bill Pullman|Christina Ricci|Cathy Moriarty
769,Congo (1995) ,Action|Adventure|Mystery,"When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong.",Frank Marshall,Michael Crichton|John Patrick Shanley,Laura Linney|Tim Curry|Dylan Walsh
770,Devil in a Blue Dress (1995) ,Crime|Drama|Mystery,"An African-American man is hired to find a woman, and gets mixed up in a murderous political scandal.",Carl Franklin,Walter Mosley|Carl Franklin,Denzel Washington|Tom Sizemore|Jennifer Beals
771,Johnny Mnemonic (1995) ,Action|Drama|Sci-Fi,"A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza.",Robert Longo,William Gibson|William Gibson,Keanu Reeves|Dolph Lundgren|Dina Meyer
772,Kids (1995) ,Drama,"A day in the life of a group of teens as they travel around New York City skating, drinking, smoking and deflowering virgins.",Larry Clark,Harmony Korine|Larry Clark,Leo Fitzpatrick|Justin Pierce|Chlo毛 Sevigny
773,Mute Witness (1995) ,Crime|Thriller,"A mute make-up artist working on a slasher movie being shot in Moscow, is locked in the studio after hours. While there, she witnesses a brutal murder, and must escape capture.",Anthony Waller,Anthony Waller,Marina Zudina|Fay Ripley|Evan Richards
774,The Prophecy (1995) ,Action|Crime|Drama,"At the scene of a bizarre murder, L.A. homicide detective Thomas Dagget discovers a lethal heavenly prophecy now being fulfilled on earth. In his fight to stop the forces of evil, he finds an unlikely ally in an elementary school teacher.",Gregory Widen,Gregory Widen,Christopher Walken|Elias Koteas|Virginia Madsen
775,Something to Talk About (1995) ,Comedy|Drama|Romance,A woman's world is rocked when she discovers her husband is cheating on her.,Lasse Hallstr枚m,Callie Khouri,Julia Roberts|Dennis Quaid|Robert Duvall
776,Three Wishes (1995) ,Drama|Fantasy,"In an unexplained act of charity, Jeanne Holman, picks up an injured, apparent tramp and takes him home to care for him little realizing who he was, or the effect he would have on her life and those of her family.",Martha Coolidge,Clifford Green|Ellen Green,Patrick Swayze|Mary Elizabeth Mastrantonio|Joseph Mazzello
777,Castle Freak (1995) ,Drama|Horror|Mystery,A man struggles to save his family from the strange and deadly occurrences in the castle they've inherited.,Stuart Gordon,Stuart Gordon|H.P. Lovecraft,Jeffrey Combs|Barbara Crampton|Jonathan Fuller
778,Don Juan DeMarco (1994) ,Comedy|Drama|Romance,"A psychiatrist must cure a young patient that presents himself as Don Juan, the greatest lover in the world.",Jeremy Leven,Lord Byron|Jeremy Leven,Johnny Depp|Marlon Brando|Faye Dunaway
779,Drop Zone (1994) ,Action|Adventure|Thriller,A tough cop teams up with a professional skydiver to capture a renegade computer hacker on the run from the law.,John Badham,Tony Griffin|Guy Manos,Wesley Snipes|Gary Busey|Yancy Butler
780,Metumtemet             ,Action|Crime|Drama,"A frustrated actress with a strong character, Shiri is 30 but seems much younger as everyone seems to be constantly reminding her in both her personal and professional lives.",Shay Capon|Bat-Chen Sabag,,Bat-Chen Sabag|Shani Klein|Moshe Ashkenazi
781,French Kiss (1995) ,Comedy|Drama|Romance,"A woman flies to France to confront her straying fiancee, but gets into trouble when the charming crook seated next to her uses her for smuggling.",Lawrence Kasdan,Adam Brooks,Meg Ryan|Kevin Kline|Timothy Hutton
782,Little Odessa (1994) ,Crime|Drama,Early 1990s drama about a family of Soviet Jews living in Brooklyn's Brighton Beach ocean-side neighborhood nicknamed Little Odessa.,James Gray,James Gray,Tim Roth|Edward Furlong|Moira Kelly
783,Milk Money (1994) ,Comedy|Romance,"A group of young boys befriend a prostitute named, V.",Richard Benjamin,John Mattson,Melanie Griffith|Ed Harris|Michael Patrick Carter
784,Beyond Bedlam (1994) ,Comedy|Horror,"Dr. Stephanie Lyell works for Neurological Research, and is testing a seemingly safe personality-altering drug on Marc Gilmour a notorious Serial Killer. But when a pair of bizarre suicides…",Vadim Jean,John Brosnan|Vadim Jean,Craig Fairbrass|Elizabeth Hurley|Keith Allen
785,Only You (1994) ,Comedy|Romance,"As a teen, Faith was told that her destiny is a man named Damon Bradley. Years later - Faith is about to marry another man - a Damon Bradley calls to wish them all the best. Faith blows off the wedding and follows Damon to Italy.",Norman Jewison,Diane Drake,Marisa Tomei|Robert Downey Jr.|Bonnie Hunt
786,Crimson Tide/A Little Princess/The Perez Family/The Englishman Who Went Up a Hill/Swimming with Sharks             ,Talk-Show,"Gene Siskel and Roger Ebert review Crimson Tide (1995), A Little Princess (1995), The Perez Family (1995), The Englishman Who Went Up a Hill But Came Down a Mountain (1995) and Swimming with Sharks (1994).",Don DuPree,,
787,Roommates (1995) ,Comedy|Drama,An elderly yet young-at-heart man moves in with his grandson and both their lives turn upside-down.,Peter Yates,Max Apple|Max Apple,Peter Falk|D.B. Sweeney|Julianne Moore
788,Relative Fear (1994) ,Drama|Horror|Thriller,Just why are people surrounding Adam Pratman dropping down dead? Is this five year old really a murderous sociopath?,George Mihalka,Kurt Wimmer,Darlanne Fluegel|Martin Neufeld|James Brolin
789,Swimming with Sharks             ,Documentary|Adventure|Reality-TV,,Mike Mckinnis|Jose Wejebe,,Jose Wejebe
790,Tommy Boy (1995) ,Adventure|Comedy,"After his auto-parts tycoon father dies, the overweight, underachieving son teams up with a snide accountant to try and save the family business.",Peter Segal,Bonnie Turner|Terry Turner,Chris Farley|David Spade|Brian Dennehy
791,The Baby-Sitters Club (1995) ,Comedy|Drama|Family,Seven junior-high-school girls organize a daycare camp for children while at the same time experiencing classic adolescent growing pains.,Melanie Mayron,Ann M. Martin|Dalene Young,Schuyler Fisk|Bre Blair|Rachael Leigh Cook
792,Bullets Over Broadway (1994) ,Comedy|Crime,"In New York in 1928, a struggling playwright is forced to cast a mobster's talentless girlfriend in his latest drama in order to get it produced.",Woody Allen,Woody Allen|Douglas McGrath,John Cusack|Dianne Wiest|Jennifer Tilly
793,Crooklyn (1994) ,Comedy|Drama,"Spike Lee's vibrant semi-autobiographical portrait of a school teacher, her stubborn jazz musician husband and their five kids living in Brooklyn in 1973.",Spike Lee,Joie Lee|Joie Lee,Alfre Woodard|Delroy Lindo|David Patrick Kelly
794,It Could Happen to You (1994) ,Comedy|Drama|Romance,A police officer promises to share his lottery ticket with a waitress in lieu of a tip.,Andrew Bergman,Jane Anderson,Nicolas Cage|Bridget Fonda|Rosie Perez
795,Ri垄hie Ri垄h (1994) ,Comedy|Family,A rich young boy finds his family targeted in an inside job and must use his cunning to save them.,Donald Petrie,Neil Tolkin|Tom S. Parker,Macaulay Culkin|Edward Herrmann|John Larroquette
796,Speechless (1994) ,Comedy|Romance,Two political speechwriters fall in love before they find out they are working for candidates on opposite sides.,Ron Underwood,Robert King,Michael Keaton|Geena Davis|Christopher Reeve
797,Timecop (1994) ,Action|Crime|Sci-Fi,"Max Walker, an officer for a security agency that regulates time travel, must fend for his life against a shady politician who's intent on changing the past to control the future.",Peter Hyams,Mark Verheiden|Mike Richardson,Jean-Claude Van Damme|Mia Sara|Ron Silver
798,Bad Company (1995) ,Crime|Drama|Thriller,"Nelson Crowe is a CIA operative under the thumb of the Company for a disputed delivery of $50,000 in gold. They blackmail him into working for the Grimes Organization, which is set up as a …",Damian Harris,Ross Thomas,Ellen Barkin|Laurence Fishburne|Frank Langella
799,Achilles (1995) ,Animation|Short,"With the loss of Patroclus (his undeclared male lover), Greek warrior Achilles returns to the Trojan War.",Barry Purves,Jo Cameron Brown|Homer,Derek Jacobi|Simon Green|David Holt
800,In the Mouth of Madness (1994) ,Drama|Horror|Mystery,An insurance investigator begins discovering that the impact a horror writer's books have on his fans is more than inspirational.,John Carpenter,Michael De Luca,Sam Neill|J眉rgen Prochnow|Julie Carmen
801,The Air Up There (1994) ,Comedy|Family|Sport,A basketball coach travels to Africa to recruit a new star.,Paul Michael Glaser,Max Apple,Kevin Bacon|Charles Gitonga Maina|Yolanda Vazquez
802,Hard Target (1993) ,Action|Adventure|Drama,"A woman hires a drifter as her guide through New Orleans in search of her missing father. In the process, they discover a deadly game of cat and mouse behind his disappearance.",John Woo,Chuck Pfarrer,Jean-Claude Van Damme|Lance Henriksen|Yancy Butler
803,Heaven (2002) ,Crime|Drama|Romance,"A woman takes the law into her own hands after police ignore her pleas to arrest the man responsible for her husband's death, and finds herself not only under arrest for murder but falling in love with an officer.",Tom Tykwer,Krzysztof Kieslowski|Krzysztof Piesiewicz,Cate Blanchett|Giovanni Ribisi|Remo Girone
804,Jimmy Hollywood (1994) ,Crime|Comedy|Drama,"A failing actor living in crime infested Los Angeles, frustrated with his career, decides to take the law into his own hands, and becomes the leader of a mock-vigilante group that videotapes criminals and turns them over to the police.",Barry Levinson,Barry Levinson,Joe Pesci|Christian Slater|Victoria Abril
805,Manhattan Murder Mystery (1993) ,Comedy|Mystery,A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.,Woody Allen,Woody Allen|Marshall Brickman,Woody Allen|Diane Keaton|Jerry Adler
806,Menace II Society (1993) ,Crime|Drama|Thriller,A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.,Albert Hughes|Allen Hughes,Allen Hughes|Albert Hughes,Tyrin Turner|Larenz Tate|June Kyoto Lu
807,Poetic Justice (1993) ,Drama|Romance,"In this movie, we see the world through the eyes of main character Justice (Janet Jackson), a young African-American poet. A mail carrier invites a few friends along for a long overnight delivery run.",John Singleton,John Singleton,Janet Jackson|Tupac Shakur|Regina King
808,The Program (1993) ,Action|Drama|Romance,"Several players from different backgrounds try to cope with the pressures of playing football at a major university. Each deals with the pressure differently, some turn to drinking, others to drugs, and some to studying.",David S. Ward,David S. Ward|Aaron Latham,James Caan|Halle Berry|Omar Epps
809,Rising Sun (1993) ,Action|Crime|Drama,"When an escort girl is found dead in the offices of a Japanese company in Los Angeles, detectives Web Smith and John Connor act as liaison between the company's executives and the investigating cop Tom Graham.",Philip Kaufman,Michael Crichton|Philip Kaufman,Sean Connery|Wesley Snipes|Harvey Keitel
810,The Shadow (1994)             ,Talk-Show,,,,
811,Thirty Two Short Films About Glenn Gould (1993) ,Biography|Drama|Music,"A collection of vignettes highlighting different aspects of the life, work, and character of the acclaimed Canadian classical pianist.",Fran莽ois Girard,Fran莽ois Girard|Don McKellar,Colm Feore|Derek Keurvorst|Katya Ladan
812,Andre (1994) ,Adventure|Drama|Family,"The true story of how a seal named Andre befriended a little girl and her family, circa 1962.",George Miller,Harry Goodridge|Lew Dietz,Tina Majorino|Keith Carradine|Chelsea Field
813,The Celluloid Closet: Featurette (1995) ,Short|History,,,,Whoopi Goldberg|Susan Sarandon|Beryl Reid
814,A Great Day in Harlem (1994) ,Documentary|Music,"The documentary compiles interviews of all the top jazz musicians in NYC in the year 1958, for a piece in Esquire magazine.",Jean Bach,Jean Bach|Susan Peehl,Dizzy Gillespie|Milt Hinton|Marian McPartland
815,One Fine Day (1996) ,Comedy|Drama|Romance,"The lives of two strangers and their young children unexpectedly intersect on one hectic, stressful day in New York City.",Michael Hoffman,Terrel Seltzer|Ellen Simon,Michelle Pfeiffer|George Clooney|Mae Whitman
816,Candyman: Farewell to the Flesh (1995) ,Horror|Thriller,The Candyman arrives in New Orleans and sets his sights on a young woman whose family was ruined by the immortal killer years before.,Bill Condon,Clive Barker|Rand Ravich,Tony Todd|Kelly Rowan|William O'Leary
817,Frisk (1995) ,Drama|Thriller,"A first person narrative of the exploits of a gay serial killer in deeply disturbing, controversial drama about violence, sexuality, and the imagination. Dennis, the main character, whose …",Todd Verow,Dennis Cooper|Jim Dwyer,Michael Gunther|Craig Chester|Michael Stock
818,Girl 6 (1996) ,Comedy|Drama,An aspiring actress disappointed by her treatment in the movie industry turns to phone sex to make a living.,Spike Lee,Suzan-Lori Parks,Theresa Randle|Isaiah Washington|Spike Lee
819,Eddie (1996) ,Comedy|Sport,"Coincidences lead to the New York Knicks, getting its loudest fan, Edwina ""Eddie"" Franklin (Whoopi Goldberg), as coach. Season victory?",Steve Rash,Steve Zacharias|Jeff Buhai,Whoopi Goldberg|Frank Langella|Dennis Farina
820,Space Jam (1996) ,Animation|Adventure|Comedy,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",Joe Pytka,Leo Benvenuti|Steve Rudnick,Michael Jordan|Wayne Knight|Theresa Randle
821,Mrs. Winterbourne (1996) ,Comedy|Drama|Romance,"Connie, unwed and pregnant, is heading to Boston by train when she meets wealthy newlyweds Hugh and Patricia. The train crashes, and when Connie comes to in the hospital, she is mistaken for Patricia, who died in the crash with Hugh.",Richard Benjamin,Cornell Woolrich|Phoef Sutton,Shirley MacLaine|Ricki Lake|Brendan Fraser
822,Faces (1968) ,Drama,"A middle-aged man leaves his wife for another woman. Shortly after, his ex-wife also begins a relationship with a younger partner. The film follows their struggles to find love amongst each other.",John Cassavetes,John Cassavetes,John Marley|Gena Rowlands|Lynn Carlin
823,Mulholland Falls (1996) ,Crime|Drama|Mystery,"In 1950's Los Angeles, a special crime squad of the LAPD investigates the murder of a young woman.",Lee Tamahori,Peter Dexter|Floyd Mutrux,Nick Nolte|Melanie Griffith|Jennifer Connelly
824,The Pallbearer/Barb Wire/Last Dance/The Great White Hype/The Craft             ,Talk-Show,,Don DuPree,,Roger Ebert|Tom Hanks|Brad Pitt
825,The Arrival (1996) ,Mystery|Sci-Fi|Thriller,"Zane, an astronomer, discovers intelligent alien life. But the aliens are keeping a deadly secret, and will do anything to stop Zane from learning it.",David Twohy,David Twohy,Charlie Sheen|Lindsay Crouse|Richard Schiff
826,The Phantom (1996)             ,Talk-Show,,,,
827,Daylight (1996) ,Action|Adventure|Drama,Disaster in a New York tunnel as explosions collapse both ends of it. One hero tries to help the people inside find their way to safety.,Rob Cohen,Leslie Bohem,Sylvester Stallone|Amy Brenneman|Viggo Mortensen
828,Alaska (1996) ,Adventure|Family,"While searching for their missing father in the mountains of Alaska, two siblings come across a baby polar bear on the run from a pair of poachers.",Fraser C. Heston,Andy Burg|Scott Myers,Thora Birch|Vincent Kartheiser|Dirk Benedict
829,Fled (1996) ,Action|Adventure|Crime,Two prisoners chained together flee during an escape attempt gone bad.,Kevin Hooks,Preston A. Whitmore II,Laurence Fishburne|Stephen Baldwin|Will Patton
830,Power 98 (1996) ,Action|Mystery|Thriller,A controversial talk show host becomes involved in the murder of a beautiful woman in a war for ratings.,Jaime Hellman,Jaime Hellman,Eric Roberts|Lisa Thornhill|Jason Gedrick
831,Escape from L.A. (1996) ,Action|Adventure|Sci-Fi,"Snake Plissken is once again called in by the United States government to recover a potential doomsday device from Los Angeles, now an autonomous island where undesirables are deported.",John Carpenter,John Carpenter|Nick Castle,Kurt Russell|Steve Buscemi|Stacy Keach
832,Bogus (1996) ,Comedy|Family|Fantasy,"Recently orphaned, a young boy is taken in by his godmother who is shocked to realize that she can see the boy's imaginary friend: a flamboyant, French magician named Bogus.",Norman Jewison,Jeff Rothberg|Francis X. McCarthy Jr.,Whoopi Goldberg|G茅rard Depardieu|Haley Joel Osment
833,Bulletproof (1996) ,Action|Comedy|Crime,"Two criminals, Keats and Moses, end their friendship, when Keats turns out to be an undercover cop. Many years later, the two are forced to work together when Keats is assigned to protect Moses as a witness.",Ernest R. Dickerson,Joe Gayton|Joe Gayton,Damon Wayans|Adam Sandler|James Caan
834,Halloween: The Curse of Michael Myers (1995) ,Horror|Thriller,"Six years after Michael Myers last terrorized Haddonfield, he returns there in pursuit of his niece, Jamie Lloyd, who has escaped with her newborn child, for which Michael and a mysterious cult have sinister plans.",Joe Chappelle,Debra Hill|John Carpenter,Donald Pleasence|Paul Rudd|Marianne Hagan
835,The Gay Divorcee (1934) ,Comedy|Musical|Romance,A woman thinks a flirting man is the co-respondent her lawyer has hired to expedite her divorce.,Mark Sandrich,Dwight Taylor|Kenneth S. Webb,Fred Astaire|Ginger Rogers|Alice Brady
836,Ninotchka (1939) ,Comedy|Romance,A stern Russian woman sent to Paris on official business finds herself attracted to a man who represents everything she is supposed to detest.,Ernst Lubitsch,Charles Brackett|Billy Wilder,Greta Garbo|Melvyn Douglas|Ina Claire
837,Meet John Doe (1941) ,Comedy|Drama|Romance,"A man needing money agrees to impersonate a non-existent person who said he'd be committing suicide as a protest, and a political movement begins.",Frank Capra,Richard Connell|Robert Presnell Sr.,Gary Cooper|Barbara Stanwyck|Edward Arnold
838,Wong ga jin si (1986) ,Action|Drama,"Michelle Yip of the Hong Kong police is a mild-mannered Kung Fu expert. Michael Wong, from air security, is happy-go-lucky, stuck on himself, constantly talking, and smitten by her. …",David Chung,Kan-Cheung Tsang,Michelle Yeoh|Michael Wong|Hiroyuki Sanada
839,Encounters: The Secrets of Loch Ness (1995) ,Documentary,,Christopher Jeans,Mark Halliley,Alastair Boyd|Ronnie Bremner|Ian Cameron
840,Last Man Standing (1996) ,Action|Crime|Drama,A drifting gunslinger-for-hire finds himself in the middle of an ongoing war between the Irish and Italian mafia in a Prohibition era ghost town.,Walter Hill,Ry没z么 Kikushima|Akira Kurosawa,Bruce Willis|Bruce Dern|William Sanderson
841,The Glimmer Man (1996) ,Action|Comedy|Crime,Two cops are forced to work together to solve a chain of mysterious killings by a killer nicknamed "The Family Man".,John Gray,Kevin Brodbin,Steven Seagal|Keenen Ivory Wayans|Bob Gunton
842,Pollyanna (1960) ,Comedy|Drama|Family,A young girl comes to an embittered town and confronts its attitude with her determination to see the best in life.,David Swift,Eleanor H. Porter|David Swift,Jane Wyman|Hayley Mills|Richard Egan
843,The Shaggy Dog/The Libertine/Failure to Launch             ,News,,,,
844,Freeway (1996) ,Comedy|Crime|Drama,"A twisted take on ""Little Red Riding Hood"", with a teenage juvenile delinquent on the run from a social worker travelling to her grandmother's house and being hounded by a charming, but sadistic, serial killer and pedophile.",Matthew Bright,Matthew Bright,Reese Witherspoon|Kiefer Sutherland|Bokeem Woodbine
845,That Thing You Do! (1996) ,Comedy|Drama|Music,"A local Pennsylvania band scores a one hit wonder in 1964 and rides the star-making machinery as long as they can, with lots of help from its manager.",Tom Hanks,Tom Hanks,Tom Hanks|Liv Tyler|Charlize Theron
846,To Gillian on Her 37th Birthday (1996) ,Drama|Fantasy|Romance,"David's wife died 2 years ago. He, his teen daughter Rachel, her cute friend and 2 in-laws trying to fix him up with a friend, are all spending the weekend at his beach house. David still ""talks to his wife"" and neglects Rachel.",Michael Pressman,Michael Brady|David E. Kelley,Peter Gallagher|Michelle Pfeiffer|Claire Danes
847,Looking for Richard (1996) ,Documentary|Drama,Al Pacino's deeply-felt rumination on Shakespeare's significance and relevance to the modern world through interviews and an in-depth analysis of "Richard III.",Al Pacino,William Shakespeare|Al Pacino,Al Pacino|Alec Baldwin|Kevin Spacey
848,"Murder, My Sweet (1944) ",Crime|Drama|Film-Noir,"After being hired to find an ex-con's former girlfriend, Philip Marlowe is drawn into a deeply complex web of mystery and deceit.",Edward Dmytryk,John Paxton|Raymond Chandler,Dick Powell|Claire Trevor|Anne Shirley
849,Days of Thunder (1990) ,Action|Drama|Sport,A young hot-shot stock car driver gets his chance to compete at the top level.,Tony Scott,Robert Towne|Tom Cruise,Tom Cruise|Nicole Kidman|Robert Duvall
850,The Perfect Candidate (2019) ,Drama,A determined young Saudi doctor's surprise run for office in the local city elections sweeps up her family and community as they struggle to accept their town's first female candidate.,Haifaa Al-Mansour,Haifaa Al-Mansour|Brad Niemann,Mila Al Zahrani|Dae Al Hilali|Nora Al Awad
851,"Two, Three Things I Know About Her             ",Animation|Drama|Mystery,,,,Leraldo Anzaldua|Greg Ayres|Elizabeth Bunch
852,The Bloody Child (1996) ,Crime|Drama,"A man is discovered digging a grave for his wife in the middle of the desert, and is arrested for her murder.",Nina Menkes,,Russ Little|Tinka Menkes|Robert Muller
853,Brain Dead 13 (1995) ,Adventure|Comedy|Fantasy,"Animated interactive game in the vein of Dragon's Lair. A brain in a jar wants to take over the world, but his computer's broken. His lackey Fritz, who has hooks for hands, calls tech support and flippant Lance arrives. Help Lance escape.",Dave Quesnelle,,June Brown|Blayne Burnside|Roger Carel
854,Bad Taste (1987) ,Comedy|Horror|Sci-Fi,The population of a small town disappears and is replaced by aliens that chase human flesh for their intergalactic fast-food chain.,Peter Jackson,Peter Jackson|Tony Hiles,Terry Potter|Pete O'Herne|Craig Smith
855,Diva (1981) ,Music|Thriller,"Two tapes, two Parisian mob killers, one corrupt policeman, an opera fan, a teenage thief, and the coolest philosopher ever filmed all twist their way through an intricate and stylish French-language thriller.",Jean-Jacques Beineix,Daniel Odier|Jean-Jacques Beineix,Wilhelmenia Fernandez|Fr茅d茅ric Andr茅i|Richard Bohringer
856,Night on Earth (1991) ,Comedy|Drama,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,Jim Jarmusch,Jim Jarmusch,Winona Ryder|Gena Rowlands|Lisanne Falk
857,Paris Was a Woman (1996) ,Documentary,"Female artists, writers, photographers, designers, and adventurers are settled in Paris between the wars.",Greta Schiller,Andrea Weiss,Juliet Stevenson|Maureen All|Gillian Hanna
858,Amityville: Dollhouse (1996) ,Horror,"A children's doll house, which is a miniature of the infamous haunted Long Island house, is given to a young girl where the demonic evil soon comes out to cause more terror.",Steve White,Joshua Michael Stern,Robin Thomas|Starr Andreeff|Allen Cutler
859,April Fool's Day (1986) ,Horror|Mystery,"Nine college students staying at a friend's remote island mansion begin to fall victim to an unseen murderer over the April Fool's Day weekend, but nothing is as it seems.",Fred Walton,Danilo Bach,Deborah Foreman|Griffin O'Neal|Clayton Rohner
860,Daydream Believers: The Monkees' Story (2000) ,Biography|Drama|Music,The story of the Pre-Fab Four and their fight to be taken seriously as musicians.,Neill Fearnley,Ron McGee,George Stanchev|L.B. Fisher|Jeff Geddis
861,Nosferatu a Venezia (1988) ,Horror,"Professor Paris Catalano visits Venice, to investigate the last known appearance of the famous vampire Nosferatu during the carnival of 1786.",Augusto Caminito|Klaus Kinski,Alberto Alfieri|Leandro Lucchetti,Klaus Kinski|Barbara De Rossi|Yorgo Voyagis
862,Jingle All the Way (1996) ,Adventure|Comedy|Family,"A father vows to get his son a Turbo Man action figure for Christmas. However, every store is sold out of them, and he must travel all over town and compete with everybody else in order to find one.",Brian Levant,Randy Kornfield,Arnold Schwarzenegger|Sinbad|Phil Hartman
863,Il giardino dei Finzi Contini (1970) ,Drama|History|War,"The story of the Finzi-Continis, a noble family of Ferrara, during the Jewish persecution in Italy's 1930s.",Vittorio De Sica,Giorgio Bassani|Ugo Pirro,Dominique Sanda|Lino Capolicchio|Helmut Berger
864,My Fellow Americans (1996) ,Adventure|Comedy,"Two former U. S. Presidents, hated rivals, join forces to expose the current, corrupt President at the risk of their lives.",Peter Segal,E. Jack Kaplan|Richard Chapman,Jack Lemmon|James Garner|Dan Aykroyd
865,The Ice Storm (1997) ,Drama,"In suburban New Canaan, Connecticut, 1973, middle-class families experimenting with casual sex and substance abuse find their lives beyond their control.",Ang Lee,Rick Moody|James Schamus,Kevin Kline|Joan Allen|Sigourney Weaver
866,Michael (1996) ,Comedy|Drama|Fantasy,Two tabloid reporters checking out a report of the Archangel Michael living with an old woman find that it's true. But that's not the only surprise.,Nora Ephron,Peter Dexter|Jim Quinlan,John Travolta|Andie MacDowell|William Hurt
867,Dante's Peak/SubUrbia/The Beautician and the Beast/Rosewood/The Whole Wide World             ,Talk-Show,,,,Roger Ebert|Gene Siskel
868,Hearts and Minds             ,Drama|Mystery|Thriller,Aaron and psychiatrist Bix Konstadt plan to operate on a young boy with obsessive compulsive disorder in an attempt to cure him. Aaron worries when Bix admits she's a manic depressive off …,Martin Davidson,David E. Kelley|John Tinker,Adam Arkin|Christine Lahti|Jamey Sheridan
869,Fools Rush In (1997) ,Comedy|Drama|Romance,"After a one night stand with Alex, Isabel realizes that she is pregnant and they decide to get married. However, along with the marriage comes compromise of one's own cultural traditions.",Andy Tennant,Joan Taylor|Katherine Reback,Matthew Perry|Salma Hayek|Jon Tenney
870,Touch (1997) ,Comedy|Drama|Romance,"At the discovery of his ability to work miracles, Juvenal becomes a media sensation, but now he's prone to those who want to exploit him.",Paul Schrader,Elmore Leonard|Paul Schrader,Bridget Fonda|Christopher Walken|Skeet Ulrich
871,Vegas Vacation (1997) ,Comedy,"In the fourth outing for the vacation franchise, the Griswolds have to survive Vegas fever when they go to Las Vegas for a fun family vacation.",Stephen Kessler,Elisa Bell|Bob Ducsay,Chevy Chase|Beverly D'Angelo|Randy Quaid
872,Love Jones (1997) ,Drama|Romance,"Darius Lovehall is a young black poet in Chicago who starts dating Nina Mosley, a beautiful and talented photographer. While trying to figure out if they've got a ""love thing"" or are just ""…",Theodore Witcher,Theodore Witcher,Larenz Tate|Nia Long|Isaiah Washington
873,Picture Perfect (1997) ,Comedy|Drama|Romance,"A young advertising executive's life becomes increasingly complicated when, in order to impress her boss, she pretends to be engaged to a man she has just met.",Glenn Gordon Caron,Arleen Sorkin|Paul Slansky,Jennifer Aniston|Jay Mohr|Kevin Bacon
874,Career Girls (1997) ,Comedy|Drama,"2 young women reunite and rekindle their friendship after having said goodbye at their college graduation, six years earlier.",Mike Leigh,Mike Leigh,Katrin Cartlidge|Lynda Steadman|Kate Byers
875,She's So Lovely (1997) ,Drama|Romance,"After being released from a psychiatric institution, a man tries to redeem himself in the eyes of his now-ex wife from the events that led up to his incarceration.",Nick Cassavetes,John Cassavetes,Sean Penn|Robin Wright|John Travolta
876,Money Talks (1997) ,Action|Comedy|Crime,"Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",Brett Ratner,Joel Cohen|Alec Sokolow,Charlie Sheen|Chris Tucker|Heather Locklear
877,Excess Baggage (1997) ,Action|Comedy|Crime,"A bratty teenager fakes her own kidnapping, but gets mistakenly kidnapped for real instead.",Marco Brambilla,Max D. Adams|Max D. Adams,Alicia Silverstone|Benicio Del Toro|Christopher Walken
878,That Darn Cat! (1965) ,Comedy|Crime|Family,"After a kidnapped bank teller uses a neighbor's wandering cat to send an S.O.S., the F.B.I. assigns a cat-allergic Agent to the case.",Robert Stevenson,Gordon Gordon|Mildred Gordon,Hayley Mills|Dean Jones|Dorothy Provine
879,Rover the Peacemaker (1911) ,Short|Drama,A dog reunites lovers who parted over a misunderstood letter.,Lewin Fitzhamon,,
880,Soul Food (1997) ,Comedy|Drama,"One person can keep a family together and, when that one person is gone, a family can be torn apart.",George Tillman Jr.,George Tillman Jr.,Vanessa Williams|Vivica A. Fox|Nia Long
881,Money Talks (1997) ,Action|Comedy|Crime,"Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",Brett Ratner,Joel Cohen|Alec Sokolow,Charlie Sheen|Chris Tucker|Heather Locklear
882,Washington Square (1997) ,Drama|Romance,"In this adaptation of the Henry James novel set in 19th-century New York City, a wealthy spinster with an overbearing father is pursued by a handsome fortune hunter who may be only after her money.",Agnieszka Holland,Henry James|Carol Doyle,Jennifer Jason Leigh|Albert Finney|Maggie Smith
883,Telling Lies in America (1997) ,Drama|Music,"A loner befriends a local celebrity, Billy Magic, but he soon begins to tell lies in order to maintain the friendship and the newfound status.",Guy Ferland,Joe Eszterhas,Kevin Bacon|Brad Renfro|Maximilian Schell
884,Year of the Horse (1997) ,Documentary|Music,"This film documents Neil Young and Crazy Horse's 1996 concert tour. Jim Jarmusch interviews the band about their long history, and we see backstage footage from the 1970s and 1980s.",Jim Jarmusch,,Neil Young|Jim Jarmusch|Ralph Molina
885,Phantoms (1998) ,Horror|Sci-Fi|Thriller,"In the peaceful town of Snowfield, Colorado something evil has wiped out the community. And now, its up to a group of people to stop it, or at least get out of Snowfield alive.",Joe Chappelle,Dean R. Koontz|Dean R. Koontz,Peter O'Toole|Rose McGowan|Joanna Going
